SiteNo;Site;Location;Year;sowdate
46;Altbasar, Kazakhstan;KZAL;2008;15_Mar_2008
46;Altbasar, Kazakhstan;KZAL;2009;15_May_2009
46;Altbasar, Kazakhstan;KZAL;2010;18_Mar_2010
47;Samarkand, Uzbekistan;UZSA;1981;14_Dec_1980
47;Samarkand, Uzbekistan;UZSA;1982;24_Nov_1981
47;Samarkand, Uzbekistan;UZSA;1983;11_Nov_1982
47;Samarkand, Uzbekistan;UZSA;1984;06_Nov_1983
47;Samarkand, Uzbekistan;UZSA;1985;17_Nov_1984
47;Samarkand, Uzbekistan;UZSA;1986;07_Dec_1985
47;Samarkand, Uzbekistan;UZSA;1987;03_Dec_1986
47;Samarkand, Uzbekistan;UZSA;1988;29_Dec_1987
47;Samarkand, Uzbekistan;UZSA;1989;20_Dec_1988
47;Samarkand, Uzbekistan;UZSA;1990;08_Nov_1989
47;Samarkand, Uzbekistan;UZSA;1991;13_Dec_1990
47;Samarkand, Uzbekistan;UZSA;1992;21_Nov_1991
47;Samarkand, Uzbekistan;UZSA;1993;09_Dec_1992
47;Samarkand, Uzbekistan;UZSA;1994;05_Nov_1993
47;Samarkand, Uzbekistan;UZSA;1995;11_Nov_1994
47;Samarkand, Uzbekistan;UZSA;1996;11_Dec_1995
47;Samarkand, Uzbekistan;UZSA;1997;14_Nov_1996
47;Samarkand, Uzbekistan;UZSA;1998;05_Nov_1997
47;Samarkand, Uzbekistan;UZSA;1999;30_Nov_1998
47;Samarkand, Uzbekistan;UZSA;2000;05_Nov_1999
47;Samarkand, Uzbekistan;UZSA;2001;08_Nov_2000
47;Samarkand, Uzbekistan;UZSA;2002;05_Nov_2001
47;Samarkand, Uzbekistan;UZSA;2003;17_Nov_2002
47;Samarkand, Uzbekistan;UZSA;2004;05_Nov_2003
47;Samarkand, Uzbekistan;UZSA;2005;20_Nov_2004
47;Samarkand, Uzbekistan;UZSA;2006;10_Nov_2005
47;Samarkand, Uzbekistan;UZSA;2007;10_Nov_2006
47;Samarkand, Uzbekistan;UZSA;2008;01_Dec_2007
47;Samarkand, Uzbekistan;UZSA;2009;08_Nov_2008
47;Samarkand, Uzbekistan;UZSA;2010;24_Nov_2009
48;Sidi El Aydi, Morocco;MASI;1981;05_Nov_1980
48;Sidi El Aydi, Morocco;MASI;1982;08_Dec_1981
48;Sidi El Aydi, Morocco;MASI;1983;09_Nov_1982
48;Sidi El Aydi, Morocco;MASI;1984;17_Nov_1983
48;Sidi El Aydi, Morocco;MASI;1985;06_Nov_1984
48;Sidi El Aydi, Morocco;MASI;1986;21_Nov_1985
48;Sidi El Aydi, Morocco;MASI;1987;15_Nov_1986
48;Sidi El Aydi, Morocco;MASI;1988;05_Nov_1987
48;Sidi El Aydi, Morocco;MASI;1989;12_Nov_1988
48;Sidi El Aydi, Morocco;MASI;1990;17_Nov_1989
48;Sidi El Aydi, Morocco;MASI;1991;27_Nov_1990
48;Sidi El Aydi, Morocco;MASI;1992;02_Dec_1991
48;Sidi El Aydi, Morocco;MASI;1993;17_Nov_1992
48;Sidi El Aydi, Morocco;MASI;1994;05_Nov_1993
48;Sidi El Aydi, Morocco;MASI;1995;05_Nov_1994
48;Sidi El Aydi, Morocco;MASI;1996;13_Nov_1995
48;Sidi El Aydi, Morocco;MASI;1997;14_Nov_1996
48;Sidi El Aydi, Morocco;MASI;1998;07_Nov_1997
48;Sidi El Aydi, Morocco;MASI;1999;04_Dec_1998
48;Sidi El Aydi, Morocco;MASI;2000;15_Nov_1999
48;Sidi El Aydi, Morocco;MASI;2001;16_Nov_2000
48;Sidi El Aydi, Morocco;MASI;2002;11_Nov_2001
48;Sidi El Aydi, Morocco;MASI;2003;15_Nov_2002
48;Sidi El Aydi, Morocco;MASI;2004;05_Nov_2003
48;Sidi El Aydi, Morocco;MASI;2005;12_Nov_2004
48;Sidi El Aydi, Morocco;MASI;2006;14_Nov_2005
48;Sidi El Aydi, Morocco;MASI;2007;17_Nov_2006
48;Sidi El Aydi, Morocco;MASI;2008;22_Nov_2007
48;Sidi El Aydi, Morocco;MASI;2009;05_Nov_2008
48;Sidi El Aydi, Morocco;MASI;2010;01_Dec_2009
49;Nabeul, Tunisia;TUNA;1981;01_Dec_1980
49;Nabeul, Tunisia;TUNA;1982;01_Dec_1981
49;Nabeul, Tunisia;TUNA;1983;01_Dec_1982
49;Nabeul, Tunisia;TUNA;1984;03_Dec_1983
49;Nabeul, Tunisia;TUNA;1985;03_Dec_1984
49;Nabeul, Tunisia;TUNA;1986;05_Jan_1986
49;Nabeul, Tunisia;TUNA;1987;13_Dec_1986
49;Nabeul, Tunisia;TUNA;1988;02_Dec_1987
49;Nabeul, Tunisia;TUNA;1989;10_Dec_1988
49;Nabeul, Tunisia;TUNA;1990;01_Dec_1989
49;Nabeul, Tunisia;TUNA;1991;03_Dec_1990
49;Nabeul, Tunisia;TUNA;1992;04_Dec_1991
49;Nabeul, Tunisia;TUNA;1993;11_Dec_1992
49;Nabeul, Tunisia;TUNA;1994;01_Dec_1993
49;Nabeul, Tunisia;TUNA;1995;23_Dec_1994
49;Nabeul, Tunisia;TUNA;1996;01_Dec_1995
49;Nabeul, Tunisia;TUNA;1997;02_Dec_1996
49;Nabeul, Tunisia;TUNA;1998;01_Dec_1997
49;Nabeul, Tunisia;TUNA;1999;01_Dec_1998
49;Nabeul, Tunisia;TUNA;2000;01_Dec_1999
49;Nabeul, Tunisia;TUNA;2001;04_Dec_2000
49;Nabeul, Tunisia;TUNA;2002;02_Dec_2001
49;Nabeul, Tunisia;TUNA;2003;01_Dec_2002
49;Nabeul, Tunisia;TUNA;2004;01_Dec_2003
49;Nabeul, Tunisia;TUNA;2005;09_Dec_2004
49;Nabeul, Tunisia;TUNA;2006;11_Dec_2005
49;Nabeul, Tunisia;TUNA;2007;01_Dec_2006
49;Nabeul, Tunisia;TUNA;2008;11_Dec_2007
49;Nabeul, Tunisia;TUNA;2009;19_Dec_2008
49;Nabeul, Tunisia;TUNA;2010;03_Dec_2009
50;Tel Hadya/Aleppo, Syria;SYTH;1981;22_Nov_1980
50;Tel Hadya/Aleppo, Syria;SYTH;1982;20_Nov_1981
50;Tel Hadya/Aleppo, Syria;SYTH;1983;06_Dec_1982
50;Tel Hadya/Aleppo, Syria;SYTH;1984;20_Nov_1983
50;Tel Hadya/Aleppo, Syria;SYTH;1985;20_Nov_1984
50;Tel Hadya/Aleppo, Syria;SYTH;1986;27_Nov_1985
50;Tel Hadya/Aleppo, Syria;SYTH;1987;20_Dec_1986
50;Tel Hadya/Aleppo, Syria;SYTH;1988;09_Dec_1987
50;Tel Hadya/Aleppo, Syria;SYTH;1989;20_Nov_1988
50;Tel Hadya/Aleppo, Syria;SYTH;1990;20_Nov_1989
50;Tel Hadya/Aleppo, Syria;SYTH;1991;05_Dec_1990
50;Tel Hadya/Aleppo, Syria;SYTH;1992;20_Nov_1991
50;Tel Hadya/Aleppo, Syria;SYTH;1993;20_Nov_1992
50;Tel Hadya/Aleppo, Syria;SYTH;1994;20_Nov_1993
50;Tel Hadya/Aleppo, Syria;SYTH;1995;20_Nov_1994
50;Tel Hadya/Aleppo, Syria;SYTH;1996;22_Nov_1995
50;Tel Hadya/Aleppo, Syria;SYTH;1997;22_Nov_1996
50;Tel Hadya/Aleppo, Syria;SYTH;1998;20_Nov_1997
50;Tel Hadya/Aleppo, Syria;SYTH;1999;20_Nov_1998
50;Tel Hadya/Aleppo, Syria;SYTH;2000;15_Dec_1999
50;Tel Hadya/Aleppo, Syria;SYTH;2001;30_Nov_2000
50;Tel Hadya/Aleppo, Syria;SYTH;2002;22_Nov_2001
50;Tel Hadya/Aleppo, Syria;SYTH;2003;10_Dec_2002
50;Tel Hadya/Aleppo, Syria;SYTH;2004;20_Nov_2003
50;Tel Hadya/Aleppo, Syria;SYTH;2005;20_Nov_2004
50;Tel Hadya/Aleppo, Syria;SYTH;2006;21_Nov_2005
50;Tel Hadya/Aleppo, Syria;SYTH;2007;22_Dec_2006
50;Tel Hadya/Aleppo, Syria;SYTH;2008;21_Nov_2007
50;Tel Hadya/Aleppo, Syria;SYTH;2009;22_Nov_2008
50;Tel Hadya/Aleppo, Syria;SYTH;2010;06_Dec_2009
51;Maragheh, Iran;IQMA;1981;13_Nov_1980
51;Maragheh, Iran;IQMA;1982;06_Nov_1981
51;Maragheh, Iran;IQMA;1983;09_Nov_1982
51;Maragheh, Iran;IQMA;1984;12_Nov_1983
51;Maragheh, Iran;IQMA;1985;19_Oct_1984
51;Maragheh, Iran;IQMA;1986;20_Nov_1985
51;Maragheh, Iran;IQMA;1987;14_Oct_1986
51;Maragheh, Iran;IQMA;1988;24_Oct_1987
51;Maragheh, Iran;IQMA;1989;19_Oct_1988
51;Maragheh, Iran;IQMA;1990;30_Oct_1989
51;Maragheh, Iran;IQMA;1991;13_Dec_1990
51;Maragheh, Iran;IQMA;1992;17_Oct_1991
51;Maragheh, Iran;IQMA;1993;08_Nov_1992
51;Maragheh, Iran;IQMA;1994;17_Oct_1993
51;Maragheh, Iran;IQMA;1995;06_Nov_1994
51;Maragheh, Iran;IQMA;1996;03_Nov_1995
51;Maragheh, Iran;IQMA;1997;17_Oct_1996
51;Maragheh, Iran;IQMA;1998;03_Nov_1997
51;Maragheh, Iran;IQMA;1999;30_Nov_1998
51;Maragheh, Iran;IQMA;2000;03_Nov_1999
51;Maragheh, Iran;IQMA;2001;13_Dec_2000
51;Maragheh, Iran;IQMA;2002;19_Nov_2001
51;Maragheh, Iran;IQMA;2003;25_Nov_2002
51;Maragheh, Iran;IQMA;2004;11_Nov_2003
51;Maragheh, Iran;IQMA;2005;03_Nov_2004
51;Maragheh, Iran;IQMA;2006;08_Nov_2005
51;Maragheh, Iran;IQMA;2007;27_Oct_2006
51;Maragheh, Iran;IQMA;2008;24_Nov_2007
51;Maragheh, Iran;IQMA;2009;25_Oct_2008
51;Maragheh, Iran;IQMA;2010;01_Nov_2009
52;Ankara, Turkey;TRAN;1981;01_Nov_1980
52;Ankara, Turkey;TRAN;1982;11_Sep_1981
52;Ankara, Turkey;TRAN;1983;14_Oct_1982
52;Ankara, Turkey;TRAN;1984;01_Nov_1983
52;Ankara, Turkey;TRAN;1985;01_Nov_1984
52;Ankara, Turkey;TRAN;1986;17_Oct_1985
52;Ankara, Turkey;TRAN;1987;04_Sep_1986
52;Ankara, Turkey;TRAN;1988;01_Nov_1987
52;Ankara, Turkey;TRAN;1989;27_Oct_1988
52;Ankara, Turkey;TRAN;1990;02_Oct_1989
52;Ankara, Turkey;TRAN;1991;14_Sep_1990
52;Ankara, Turkey;TRAN;1992;02_Sep_1991
52;Ankara, Turkey;TRAN;1993;25_Oct_1992
52;Ankara, Turkey;TRAN;1994;01_Nov_1993
52;Ankara, Turkey;TRAN;1995;25_Sep_1994
52;Ankara, Turkey;TRAN;1996;03_Oct_1995
52;Ankara, Turkey;TRAN;1997;09_Sep_1996
52;Ankara, Turkey;TRAN;1998;19_Oct_1997
52;Ankara, Turkey;TRAN;1999;28_Oct_1998
52;Ankara, Turkey;TRAN;2000;06_Sep_1999
52;Ankara, Turkey;TRAN;2001;24_Oct_2000
52;Ankara, Turkey;TRAN;2002;01_Nov_2001
52;Ankara, Turkey;TRAN;2003;06_Sep_2002
52;Ankara, Turkey;TRAN;2004;26_Oct_2003
52;Ankara, Turkey;TRAN;2005;01_Nov_2004
52;Ankara, Turkey;TRAN;2006;25_Sep_2005
52;Ankara, Turkey;TRAN;2007;02_Sep_2006
52;Ankara, Turkey;TRAN;2008;16_Oct_2007
52;Ankara, Turkey;TRAN;2009;22_Sep_2008
52;Ankara, Turkey;TRAN;2010;01_Nov_2009
53;Ghoochan, Iran;IRGH;1981;24_Oct_1980
53;Ghoochan, Iran;IRGH;1982;23_Nov_1981
53;Ghoochan, Iran;IRGH;1983;10_Nov_1982
53;Ghoochan, Iran;IRGH;1984;13_Dec_1983
53;Ghoochan, Iran;IRGH;1985;21_Oct_1984
53;Ghoochan, Iran;IRGH;1986;06_Dec_1985
53;Ghoochan, Iran;IRGH;1987;03_Dec_1986
53;Ghoochan, Iran;IRGH;1988;28_Oct_1987
53;Ghoochan, Iran;IRGH;1989;30_Nov_1988
53;Ghoochan, Iran;IRGH;1990;02_Nov_1989
53;Ghoochan, Iran;IRGH;1991;14_Nov_1990
53;Ghoochan, Iran;IRGH;1992;13_Dec_1991
53;Ghoochan, Iran;IRGH;1993;05_Dec_1992
53;Ghoochan, Iran;IRGH;1994;03_Nov_1993
53;Ghoochan, Iran;IRGH;1995;08_Nov_1994
53;Ghoochan, Iran;IRGH;1996;15_Dec_1995
53;Ghoochan, Iran;IRGH;1997;13_Nov_1996
53;Ghoochan, Iran;IRGH;1998;02_Nov_1997
53;Ghoochan, Iran;IRGH;1999;15_Dec_1998
53;Ghoochan, Iran;IRGH;2000;10_Nov_1999
53;Ghoochan, Iran;IRGH;2001;19_Oct_2000
53;Ghoochan, Iran;IRGH;2002;29_Nov_2001
53;Ghoochan, Iran;IRGH;2003;03_Nov_2002
53;Ghoochan, Iran;IRGH;2004;06_Nov_2003
53;Ghoochan, Iran;IRGH;2005;20_Nov_2004
53;Ghoochan, Iran;IRGH;2006;24_Oct_2005
53;Ghoochan, Iran;IRGH;2007;10_Nov_2006
53;Ghoochan, Iran;IRGH;2008;24_Nov_2007
53;Ghoochan, Iran;IRGH;2009;08_Dec_2008
53;Ghoochan, Iran;IRGH;2010;25_Nov_2009
54;Urmar, Pakistan;PKUR;1981;10_Jan_1981
54;Urmar, Pakistan;PKUR;1982;15_Jan_1982
54;Urmar, Pakistan;PKUR;1983;16_Nov_1982
54;Urmar, Pakistan;PKUR;1984;15_Jan_1984
54;Urmar, Pakistan;PKUR;1985;18_Nov_1984
54;Urmar, Pakistan;PKUR;1986;09_Dec_1985
54;Urmar, Pakistan;PKUR;1987;16_Nov_1986
54;Urmar, Pakistan;PKUR;1988;04_Jan_1988
54;Urmar, Pakistan;PKUR;1989;20_Dec_1988
54;Urmar, Pakistan;PKUR;1990;22_Dec_1989
54;Urmar, Pakistan;PKUR;1991;17_Dec_1990
54;Urmar, Pakistan;PKUR;1992;15_Jan_1992
54;Urmar, Pakistan;PKUR;1993;13_Dec_1992
54;Urmar, Pakistan;PKUR;1994;15_Jan_1994
54;Urmar, Pakistan;PKUR;1995;09_Dec_1994
54;Urmar, Pakistan;PKUR;1996;30_Nov_1995
54;Urmar, Pakistan;PKUR;1997;21_Nov_1996
54;Urmar, Pakistan;PKUR;1998;14_Dec_1997
54;Urmar, Pakistan;PKUR;1999;05_Jan_1999
54;Urmar, Pakistan;PKUR;2000;13_Jan_2000
54;Urmar, Pakistan;PKUR;2001;18_Dec_2000
54;Urmar, Pakistan;PKUR;2002;15_Nov_2001
54;Urmar, Pakistan;PKUR;2003;24_Dec_2002
54;Urmar, Pakistan;PKUR;2004;17_Nov_2003
54;Urmar, Pakistan;PKUR;2005;30_Nov_2004
54;Urmar, Pakistan;PKUR;2006;28_Nov_2005
54;Urmar, Pakistan;PKUR;2007;15_Nov_2006
54;Urmar, Pakistan;PKUR;2008;01_Dec_2007
54;Urmar, Pakistan;PKUR;2009;09_Dec_2008
54;Urmar, Pakistan;PKUR;2010;26_Nov_2009
55;Dingxi, China;CHDI;1981;18_Apr_1981
55;Dingxi, China;CHDI;1982;23_Apr_1982
55;Dingxi, China;CHDI;1983;23_Mar_1983
55;Dingxi, China;CHDI;1984;04_Apr_1984
55;Dingxi, China;CHDI;1985;09_Apr_1985
55;Dingxi, China;CHDI;1986;29_Apr_1986
55;Dingxi, China;CHDI;1987;25_Apr_1987
55;Dingxi, China;CHDI;1988;06_May_1988
55;Dingxi, China;CHDI;1989;21_Apr_1989
55;Dingxi, China;CHDI;1990;27_Mar_1990
55;Dingxi, China;CHDI;1991;12_Apr_1991
55;Dingxi, China;CHDI;1992;09_Apr_1992
55;Dingxi, China;CHDI;1993;01_May_1993
55;Dingxi, China;CHDI;1994;11_Apr_1994
55;Dingxi, China;CHDI;1995;22_Apr_1995
55;Dingxi, China;CHDI;1996;27_Mar_1996
55;Dingxi, China;CHDI;1997;22_Apr_1997
55;Dingxi, China;CHDI;1998;06_Apr_1998
55;Dingxi, China;CHDI;1999;20_Apr_1999
55;Dingxi, China;CHDI;2000;11_May_2000
55;Dingxi, China;CHDI;2001;21_Apr_2001
55;Dingxi, China;CHDI;2002;05_Apr_2002
55;Dingxi, China;CHDI;2003;01_Apr_2003
55;Dingxi, China;CHDI;2004;26_Apr_2004
55;Dingxi, China;CHDI;2005;08_Apr_2005
55;Dingxi, China;CHDI;2006;09_Apr_2006
55;Dingxi, China;CHDI;2007;16_Mar_2007
55;Dingxi, China;CHDI;2008;12_Apr_2008
55;Dingxi, China;CHDI;2009;23_Apr_2009
55;Dingxi, China;CHDI;2010;20_Apr_2010
56;Xuchang, China;CHXC;1981;10_Dec_1980
56;Xuchang, China;CHXC;1982;02_Nov_1981
56;Xuchang, China;CHXC;1983;28_Nov_1982
56;Xuchang, China;CHXC;1984;14_Oct_1983
56;Xuchang, China;CHXC;1985;10_Nov_1984
56;Xuchang, China;CHXC;1986;12_Oct_1985
56;Xuchang, China;CHXC;1987;17_Oct_1986
56;Xuchang, China;CHXC;1988;13_Oct_1987
56;Xuchang, China;CHXC;1989;16_Oct_1988
56;Xuchang, China;CHXC;1990;03_Nov_1989
56;Xuchang, China;CHXC;1991;08_Nov_1990
56;Xuchang, China;CHXC;1992;07_Nov_1991
56;Xuchang, China;CHXC;1993;10_Dec_1992
56;Xuchang, China;CHXC;1994;13_Oct_1993
56;Xuchang, China;CHXC;1995;15_Oct_1994
56;Xuchang, China;CHXC;1996;14_Oct_1995
56;Xuchang, China;CHXC;1997;10_Oct_1996
56;Xuchang, China;CHXC;1998;11_Nov_1997
56;Xuchang, China;CHXC;1999;10_Dec_1998
56;Xuchang, China;CHXC;2000;14_Oct_1999
56;Xuchang, China;CHXC;2001;11_Oct_2000
56;Xuchang, China;CHXC;2002;25_Oct_2001
56;Xuchang, China;CHXC;2003;20_Oct_2002
56;Xuchang, China;CHXC;2004;11_Oct_2003
56;Xuchang, China;CHXC;2005;09_Nov_2004
56;Xuchang, China;CHXC;2006;10_Dec_2005
56;Xuchang, China;CHXC;2007;23_Nov_2006
56;Xuchang, China;CHXC;2008;10_Dec_2007
56;Xuchang, China;CHXC;2009;21_Oct_2008
56;Xuchang, China;CHXC;2010;12_Nov_2009
57;Merredin, Australia;AUME;1981;24_May_1981
57;Merredin, Australia;AUME;1982;24_May_1982
57;Merredin, Australia;AUME;1983;03_Jun_1983
57;Merredin, Australia;AUME;1984;20_May_1984
57;Merredin, Australia;AUME;1985;08_Jun_1985
57;Merredin, Australia;AUME;1986;15_May_1986
57;Merredin, Australia;AUME;1987;07_Jun_1987
57;Merredin, Australia;AUME;1988;15_May_1988
57;Merredin, Australia;AUME;1989;16_May_1989
57;Merredin, Australia;AUME;1990;06_Jun_1990
57;Merredin, Australia;AUME;1991;04_Jun_1991
57;Merredin, Australia;AUME;1992;12_Jun_1992
57;Merredin, Australia;AUME;1993;28_May_1993
57;Merredin, Australia;AUME;1994;23_May_1994
57;Merredin, Australia;AUME;1995;15_May_1995
57;Merredin, Australia;AUME;1996;16_Jun_1996
57;Merredin, Australia;AUME;1997;15_May_1997
57;Merredin, Australia;AUME;1998;15_May_1998
57;Merredin, Australia;AUME;1999;20_May_1999
57;Merredin, Australia;AUME;2000;13_Jul_2000
57;Merredin, Australia;AUME;2001;21_May_2001
57;Merredin, Australia;AUME;2002;05_Jun_2002
57;Merredin, Australia;AUME;2003;15_May_2003
57;Merredin, Australia;AUME;2004;24_May_2004
57;Merredin, Australia;AUME;2005;15_May_2005
57;Merredin, Australia;AUME;2006;25_Jul_2006
57;Merredin, Australia;AUME;2007;28_May_2007
57;Merredin, Australia;AUME;2008;28_Jun_2008
57;Merredin, Australia;AUME;2009;22_May_2009
57;Merredin, Australia;AUME;2010;15_May_2010
58;Wimmera, Australia;AUWI;1981;24_May_1981
58;Wimmera, Australia;AUWI;1982;06_May_1982
58;Wimmera, Australia;AUWI;1983;02_May_1983
58;Wimmera, Australia;AUWI;1984;23_May_1984
58;Wimmera, Australia;AUWI;1985;29_May_1985
58;Wimmera, Australia;AUWI;1986;07_May_1986
58;Wimmera, Australia;AUWI;1987;01_May_1987
58;Wimmera, Australia;AUWI;1988;05_May_1988
58;Wimmera, Australia;AUWI;1989;04_May_1989
58;Wimmera, Australia;AUWI;1990;13_Jun_1990
58;Wimmera, Australia;AUWI;1991;02_Jun_1991
58;Wimmera, Australia;AUWI;1992;08_May_1992
58;Wimmera, Australia;AUWI;1993;08_May_1993
58;Wimmera, Australia;AUWI;1994;18_May_1994
58;Wimmera, Australia;AUWI;1995;01_May_1995
58;Wimmera, Australia;AUWI;1996;13_May_1996
58;Wimmera, Australia;AUWI;1997;04_May_1997
58;Wimmera, Australia;AUWI;1998;23_May_1998
58;Wimmera, Australia;AUWI;1999;23_May_1999
58;Wimmera, Australia;AUWI;2000;01_May_2000
58;Wimmera, Australia;AUWI;2001;07_Jun_2001
58;Wimmera, Australia;AUWI;2002;17_May_2002
58;Wimmera, Australia;AUWI;2003;18_May_2003
58;Wimmera, Australia;AUWI;2004;18_May_2004
58;Wimmera, Australia;AUWI;2005;24_May_2005
58;Wimmera, Australia;AUWI;2006;01_May_2006
58;Wimmera, Australia;AUWI;2007;01_May_2007
58;Wimmera, Australia;AUWI;2008;01_May_2008
58;Wimmera, Australia;AUWI;2009;25_May_2009
58;Wimmera, Australia;AUWI;2010;26_May_2010
59;Adi Gudom, Ethiopia;ETAG;1981;06_Jul_1981
59;Adi Gudom, Ethiopia;ETAG;1982;04_Jul_1982
59;Adi Gudom, Ethiopia;ETAG;1983;01_Jul_1983
59;Adi Gudom, Ethiopia;ETAG;1984;06_Jul_1984
59;Adi Gudom, Ethiopia;ETAG;1985;20_Jun_1985
59;Adi Gudom, Ethiopia;ETAG;1986;15_Jun_1986
59;Adi Gudom, Ethiopia;ETAG;1987;24_Jun_1987
59;Adi Gudom, Ethiopia;ETAG;1988;10_Jul_1988
59;Adi Gudom, Ethiopia;ETAG;1989;15_Jun_1989
59;Adi Gudom, Ethiopia;ETAG;1990;23_Jun_1990
59;Adi Gudom, Ethiopia;ETAG;1991;25_Jun_1991
59;Adi Gudom, Ethiopia;ETAG;1992;12_Jul_1992
59;Adi Gudom, Ethiopia;ETAG;1993;08_Jul_1993
59;Adi Gudom, Ethiopia;ETAG;1994;27_Jun_1994
59;Adi Gudom, Ethiopia;ETAG;1995;15_Jun_1995
59;Adi Gudom, Ethiopia;ETAG;1996;25_Jun_1996
59;Adi Gudom, Ethiopia;ETAG;1997;21_Jun_1997
59;Adi Gudom, Ethiopia;ETAG;1998;24_Jun_1998
59;Adi Gudom, Ethiopia;ETAG;1999;04_Jul_1999
59;Adi Gudom, Ethiopia;ETAG;2000;25_Jun_2000
59;Adi Gudom, Ethiopia;ETAG;2001;22_Jun_2001
59;Adi Gudom, Ethiopia;ETAG;2002;18_Jun_2002
59;Adi Gudom, Ethiopia;ETAG;2003;26_Jun_2003
59;Adi Gudom, Ethiopia;ETAG;2004;15_Jun_2004
59;Adi Gudom, Ethiopia;ETAG;2005;15_Jun_2005
59;Adi Gudom, Ethiopia;ETAG;2006;30_Jun_2006
59;Adi Gudom, Ethiopia;ETAG;2007;26_Jun_2007
59;Adi Gudom, Ethiopia;ETAG;2008;15_Jun_2008
59;Adi Gudom, Ethiopia;ETAG;2009;15_Jun_2009
59;Adi Gudom, Ethiopia;ETAG;2010;15_Jun_2010
60;Glen, South Africa;ZABL;1981;04_Jun_1981
60;Glen, South Africa;ZABL;1982;03_Jul_1982
60;Glen, South Africa;ZABL;1983;16_May_1983
60;Glen, South Africa;ZABL;1984;15_Jul_1984
60;Glen, South Africa;ZABL;1985;27_Jun_1985
60;Glen, South Africa;ZABL;1986;15_Jul_1986
60;Glen, South Africa;ZABL;1987;15_Jul_1987
60;Glen, South Africa;ZABL;1988;15_Jul_1988
60;Glen, South Africa;ZABL;1989;29_May_1989
60;Glen, South Africa;ZABL;1990;15_Jul_1990
60;Glen, South Africa;ZABL;1991;19_Jun_1991
60;Glen, South Africa;ZABL;1992;15_Jul_1992
60;Glen, South Africa;ZABL;1993;15_Jul_1993
60;Glen, South Africa;ZABL;1994;15_Jul_1994
60;Glen, South Africa;ZABL;1995;15_Jul_1995
60;Glen, South Africa;ZABL;1996;15_Jul_1996
60;Glen, South Africa;ZABL;1997;27_May_1997
60;Glen, South Africa;ZABL;1998;15_Jul_1998
60;Glen, South Africa;ZABL;1999;19_May_1999
60;Glen, South Africa;ZABL;2000;15_Jul_2000
60;Glen, South Africa;ZABL;2001;26_Jun_2001
60;Glen, South Africa;ZABL;2002;23_May_2002
60;Glen, South Africa;ZABL;2003;15_Jul_2003
60;Glen, South Africa;ZABL;2004;15_Jul_2004
60;Glen, South Africa;ZABL;2005;16_May_2005
60;Glen, South Africa;ZABL;2006;15_Jul_2006
60;Glen, South Africa;ZABL;2007;06_Jun_2007
60;Glen, South Africa;ZABL;2008;26_May_2008
60;Glen, South Africa;ZABL;2009;12_Jun_2009
60;Glen, South Africa;ZABL;2010;15_Jul_2010
